STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-12,0.0,,32.8,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-13,0.0,,33.3,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-14,1.5,,31.1,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-15,7.9,,32.8,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-16,0.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-17,1.3,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-18,14.5,,32.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-19,24.6,,30.0,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-20,1.8,,33.3,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-21,0.0,,32.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-22,0.0,,31.1,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-23,0.0,,31.1,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-24,23.1,,27.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-25,9.9,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-26,0.0,,31.1,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-27,2.3,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-28,1.8,,30.6,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-29,1.3,,32.2,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-30,0.0,,33.3,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-10-31,0.0,,33.3,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-01,0.0,,32.8,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-02,0.0,,32.2,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-03,0.0,,32.2,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-04,0.0,,32.2,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-05,0.0,,32.8,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-06,0.0,,33.3,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-07,0.0,,32.8,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-08,0.0,,32.8,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-09,0.0,,31.7,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-10,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-11,0.0,,32.2,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-12,0.0,,32.8,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-13,7.6,,31.7,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-14,1.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-15,7.9,,31.1,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-16,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-17,4.1,,32.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-18,0.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-19,0.0,,32.2,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-20,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-21,0.0,,32.2,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-22,0.0,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-23,0.0,,31.1,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-24,0.0,,31.1,21.7
